区域,小区名称,户型,面积,价格(万),单价(元/平米),地址,朝向,装修,楼层,年代
姑苏,丽景苑（姑苏平江路）,3室 2厅,185.36平,460万,24816元/平,干将东路636号,暂无数据,精装,高区/7层,暂无数据
姑苏,新康花园（姑苏胥江）,3室 2厅,125.0平,280万,22400元/平,桐泾南路181号-2新康花园,南,精装,低区/5层,暂无数据
姑苏,新康花园（姑苏胥江）,4室 3厅,95.3平,225万,23609元/平,桐泾南路181号-2新康花园,南北,中装,高区/6层,暂无数据
姑苏,蕴秀别苑（姑苏平江路）,3室 3厅,167.75平,613万,36542元/平,邾长巷17号,南,毛坯,中区/2层,暂无数据
姑苏,百狮子桥4号（姑苏十全街）,2室 1厅,51.0平,97万,19019元/平,姑苏区百狮子桥4号,南,简装,中区/6层,暂无数据
姑苏,姑香苑（姑苏胥江）,3室 2厅,81.23平,250万,30776元/平,劳动路与双虹路交汇处西北,南北,精装,高区/6层,暂无数据
姑苏,干将东路13号（姑苏苏州大学）,2室 1厅,78.5平,174万,22165元/平,干将东路13号,南北,中装,中区/7层,暂无数据
姑苏,新康花园（姑苏胥江）,5室 3厅,205.0平,310万,15121元/平,桐泾南路181号-2新康花园,南,精装,高区/6层,暂无数据
姑苏,胥虹苑（姑苏胥江）,5室 3厅,192.0平,355万,18489元/平,胥江路60号,南北,精装,高区/5层,暂无数据
姑苏,唐家巷41号（姑苏十全街）,3室 2厅,104.25平,250万,23980元/平,唐家巷41号,南,精装,低区/6层,暂无数据
姑苏,葑红百货宿舍（姑苏苏州大学）,3室 1厅,63.0平,108万,17142元/平,后庄94-～96号,暂无数据,简装,高区/5层,暂无数据
姑苏,祖家桥10号（姑苏十全街）,2室 1厅,55.22平,138万,24990元/平,定慧寺巷祖家桥10号,南,精装,中区/5层,暂无数据
姑苏,观音弄（姑苏十全街）,3室 2厅,80.91平,255万,31516元/平,十梓街第一人民医院西侧,暂无数据,精装,高区/4层,暂无数据
姑苏,新沧花园（姑苏胥江）,2室 2厅,89.98平,205万,22782元/平,桐泾南路798号,南,中装,低区/6层,暂无数据
姑苏,姑香苑（姑苏胥江）,3室 2厅,117.0平,256万,21880元/平,劳动路与双虹路交汇处西北,南北,精装,中区/6层,暂无数据
姑苏,彩香二村（姑苏金门）,2室 1厅,51.0平,94万,18431元/平,桐泾南路与三香路交叉口,暂无数据,中装,中区/6层,暂无数据
姑苏,华泰家园（姑苏胥江）,5室 3厅,222.29平,443万,19928元/平,劳动路69号（民丰桥附近）,南北,精装,高区/5层,暂无数据
姑苏,长欣苑（姑苏沧浪新城）,3室 2厅,106.0平,227万,21415元/平,长吴路168号,南北,精装,中区/5层,暂无数据
姑苏,公园天下（姑苏胥江）,5室 2厅,109.0平,276万,25321元/平,桐泾南路28号,南北,精装,高区/5层,暂无数据
姑苏,中海胥江府（姑苏胥江）,3室 2厅,89.0平,255万,28651元/平,桐泾南路333号,南,精装,高区/33层,2008年建
姑苏,胥虹苑（姑苏胥江）,5室 2厅,173.0平,255万,14739元/平,胥江路60号,南北,精装,高区/6层,暂无数据
姑苏,锦绣新苑（姑苏胥江）,2室 2厅,92.0平,215万,23369元/平,桐泾南路818号,暂无数据,精装,中区/4层,暂无数据
姑苏,水香六村（姑苏沧浪新城）,5室 4厅,135.0平,311万,23037元/平,盘鑫路591弄,南北,精装,高区/6层,暂无数据
姑苏,锦沧名苑（姑苏沧浪新城）,2室 2厅,95.0平,240万,25263元/平,宝带西路1088号,南,精装,高区/17层,暂无数据
姑苏,金帝名园（姑苏胥江）,6室 3厅,274.0平,500万,18248元/平,解放西路168号（解放西路与西环路交汇处）,暂无数据,毛坯,低区/3层,暂无数据
姑苏,彩香二村（姑苏金门）,2室 2厅,66.0平,129万,19545元/平,桐泾南路与三香路交叉口,暂无数据,中装,高区/6层,暂无数据
姑苏,锦邻缘（姑苏胥江）,3室 2厅,90.1平,266万,29522元/平,解放东路165号,南北,精装,高区/5层,暂无数据
姑苏,苏锦一村（姑苏平江新城）,4室 3厅,92.44平,230万,24881元/平,平河路1999号,南北,中装,高区/4层,暂无数据
姑苏,金桥新村（姑苏胥江）,4室 2厅,84.5平,189万,22366元/平,胥江路201号（胥江路与阊胥路交叉口）,南北,精装,高区/6层,暂无数据
姑苏,潼泾新村（姑苏胥江）,6室 3厅,312.53平,1276万,40828元/平,桐泾路与三香路东南侧,(进门)南北,精装,地上3层,暂无数据
姑苏,福星新城（姑苏沧浪新城）,3室 2厅,123.15平,315万,25578元/平,吴中西路818号,南北,毛坯,低区/17层,暂无数据
姑苏,金都名苑（姑苏金门）,3室 2厅,127.71平,347万,27170元/平,银泰路（干将西路与银泰路交汇处）,暂无数据,精装,低区/24层,暂无数据
姑苏,华泰家园（姑苏胥江）,4室 2厅,220.0平,633万,28772元/平,劳动路69号（民丰桥附近）,南北,精装,高区/5层,暂无数据
姑苏,泰南路17号（姑苏胥江）,1室 1厅,48.17平,98万,20344元/平,泰南路17号一2,南,中装,高区/5层,暂无数据
姑苏,彩香二村（姑苏金门）,3室 2厅,66.0平,125万,18939元/平,桐泾南路与三香路交叉口,暂无数据,中装,高区/6层,暂无数据
姑苏,胥江路136号（姑苏胥江）,4室 2厅,122.5平,234万,19151元/平,胥江路136号,南,中装,中区/6层,暂无数据
姑苏,新康花园（姑苏胥江）,5室 3厅,116.0平,300万,25862元/平,桐泾南路181号-2新康花园,南北,精装,高区/6层,暂无数据
姑苏,采香花园（姑苏金门）,2室 2厅,94.82平,218万,22990元/平,干将西路1099号,南,精装,高区/6层,暂无数据
姑苏,三元二村（姑苏金门）,2室 1厅,59.0平,102万,17288元/平,金门路与西环路交叉口,南,精装,高区/6层,暂无数据
姑苏,胥虹苑（姑苏胥江）,3室 2厅,105.81平,230万,21737元/平,胥江路60号,南北,精装,高区/6层,暂无数据
姑苏,阊胥路1号（姑苏胥江）,3室 2厅,133.56平,285万,21338元/平,阊胥路1号,南,精装,低区/6层,暂无数据
姑苏,公园天下（姑苏胥江）,2室 2厅,101.0平,258万,25544元/平,桐泾南路28号,南,精装,中区/10层,暂无数据
姑苏,干将东路111号（姑苏苏州大学）,2室 1厅,65.8平,128万,19452元/平,干将东路111号,南北,精装,高区/7层,暂无数据
姑苏,胥江新村（姑苏胥江）,2室 1厅,62.0平,103万,16612元/平,胥江路286号,南,简装,高区/7层,暂无数据
姑苏,新康花园（姑苏胥江）,6室 2厅,105.55平,255万,24159元/平,桐泾南路181号-2新康花园,南北,精装,高区/6层,暂无数据
姑苏,彩香二村（姑苏金门）,3室 2厅,68.0平,166万,24411元/平,桐泾南路与三香路交叉口,暂无数据,精装,高区/6层,暂无数据
姑苏,锦邻缘（姑苏胥江）,3室 2厅,121.53平,255万,20982元/平,解放东路165号,南北,毛坯,中区/11层,1999年建
姑苏,三元二村（姑苏金门）,2室 1厅,61.3平,118万,19249元/平,金门路与西环路交叉口,南北,精装,中区/6层,暂无数据
姑苏,永林二区（姑苏娄门）,2室 1厅,63.0平,118万,18730元/平,东环路西、莫邪路东、三星路北,南,中装,低区/6层,暂无数据
姑苏,天筑家园北区（姑苏平江新城）,3室 2厅,138.5平,315万,22743元/平,清塘北路与312国道交汇处,南北,精装,中区/10层,暂无数据
姑苏,云庭城市中心花园（姑苏胥江）,3室 2厅,126.53平,258万,20390元/平,劳动路988号,暂无数据,精装,低区/25层,暂无数据
姑苏,橘子国花园（姑苏平江新城）,2室 2厅,111.12平,240万,21598元/平,天筑路与莲塘路交界处,南北,精装,高区/17层,暂无数据
姑苏,天筑家园北区（姑苏平江新城）,2室 2厅,104.0平,235万,22596元/平,清塘北路与312国道交汇处,南北,精装,高区/9层,暂无数据
姑苏,梅亭苑（姑苏胥江）,2室 2厅,78.6平,153万,19465元/平,西环路与南环路交界处,南,精装,中区/5层,暂无数据
姑苏,龙港花苑（姑苏南门）,2室 2厅,70.42平,133万,18886元/平,南环西路1124号,南北,中装,中区/5层,2005年建
姑苏,桂花新村（姑苏南门）,5室 3厅,112.0平,373万,33303元/平,南园北路（竹辉路与南园北路交界）,南,精装,高区/4层,暂无数据
姑苏,宝隆广场（姑苏平江新城）,1室 1厅,44.28平,41万,9372元/平,城北东路988号,西,简装,低区/14层,暂无数据
姑苏,橘郡花园（姑苏平江新城）,2室 2厅,90.64平,226万,24933元/平,总官堂路999号,南,毛坯,低区/17层,暂无数据
姑苏,伍子胥弄小区（姑苏南门）,3室 2厅,124.43平,260万,20895元/平,念珠街伍子胥弄15号,南,毛坯,中区/3层,暂无数据
姑苏,宝隆广场（姑苏平江新城）,1室 1厅,50.26平,70万,13927元/平,城北东路988号,暂无数据,精装,低区/14层,暂无数据
姑苏,新南环新村二组团（姑苏南门）,2室 1厅,89.0平,189万,21235元/平,南环与南园路交汇,南北,毛坯,高区/33层,暂无数据
姑苏,冠南苑（姑苏葑门）,2室 1厅,84.7平,209万,24675元/平,杨枝塘路城湾地区158号,暂无数据,精装,高区/28层,暂无数据
姑苏,娄江新村（姑苏娄门）,2室 1厅,70.85平,128万,18066元/平,娄门路与东环路交界处,暂无数据,暂无数据,高区/6层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,119.31平,330万,27659元/平,杨枝塘路城湾地区158号,南,豪装,中区/26层,暂无数据
姑苏,嘉裕花园（姑苏平江新城）,2室 1厅,85.35平,169万,19800元/平,苏站路鼎尚花园东边，官渎花园对面,南,精装,中区/17层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,2室 2厅,108.72平,225万,20695元/平,平泷路与江星路交汇处西北,南北,精装,低区/5层,暂无数据
姑苏,世茂运河城尚运苑（姑苏沧浪新城）,2室 2厅,86.0平,230万,26744元/平,姑苏区宝带西路1188号,南北,中装,中区/32层,暂无数据
姑苏,梅花新村（姑苏平江新城）,3室 2厅,90.24平,178万,19725元/平,官渎路（好又多超市梅花店附近）,南北,精装,低区/6层,暂无数据
姑苏,世茂运河城尚运苑（姑苏沧浪新城）,2室 2厅,122.82平,322万,26217元/平,姑苏区宝带西路1188号,南,毛坯,高区/32层,暂无数据
姑苏,和泰家园（姑苏金阊新城）,3室 2厅,105.0平,190万,18095元/平,苏州市姑苏区虎池路668号,南,精装,高区/18层,暂无数据
姑苏,竹苑新村（姑苏）（姑苏十全街）,3室 1厅,75.36平,208万,27600元/平,竹辉路36号,暂无数据,中装,高区/6层,暂无数据
姑苏,莲花新村二期（姑苏留园西园）,1室 1厅,46.54平,77万,16544元/平,玻纤路208号,暂无数据,精装,中区/5层,暂无数据
姑苏,盘溪新村（姑苏南门）,2室 1厅,60.28平,103万,17086元/平,盘胥路（盘胥路与南环西路交叉口）,南,精装,高区/6层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,132.0平,323万,24469元/平,杨枝塘路城湾地区158号,南,精装,高区/27层,暂无数据
姑苏,永林二区（姑苏娄门）,1室 1厅,45.0平,82万,18222元/平,东环路西、莫邪路东、三星路北,南北,中装,低区/5层,暂无数据
姑苏,永林二区（姑苏娄门）,3室 2厅,82.5平,163万,19818元/平,东环路西、莫邪路东、三星路北,暂无数据,中装,高区/6层,暂无数据
姑苏,世茂运河城世家苑（姑苏沧浪新城）,2室 2厅,88.0平,260万,29545元/平,世茂运河城世家苑,南北,精装,高区/25层,暂无数据
姑苏,新南环新村三组团（姑苏南门）,2室 2厅,72.67平,148万,20366元/平,南环与南门路交汇,暂无数据,毛坯,低区/33层,暂无数据
姑苏,新南环新村一组团（姑苏南门）,2室 2厅,81.36平,168万,20648元/平,南环与南园路交汇处,南,中装,低区/33层,暂无数据
姑苏,日规路1号（姑苏娄门）,3室 1厅,79.7平,155万,19447元/平,日规路1号,南,精装,高区/6层,暂无数据
姑苏,西环路128号（姑苏胥江）,2室 1厅,53.95平,109万,20203元/平,西环路128号,暂无数据,精装,低区/6层,暂无数据
姑苏,新南环新村四组团（姑苏南门）,2室 1厅,73.0平,158万,21643元/平,南环与南园路交汇,南,精装,低区/33层,暂无数据
姑苏,宋仙洲巷30号（姑苏桃花坞）,2室 2厅,74.44平,189万,25389元/平,宋仙洲巷30号,南,精装,低区/3层,暂无数据
姑苏,虎阜花园西区（姑苏虎丘）,3室 2厅,105.0平,242万,23047元/平,清塘路333号,南北,精装,中区/5层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,137.21平,321万,23416元/平,杨枝塘路城湾地区158号,暂无数据,精装,中区/30层,暂无数据
姑苏,油车场4号（姑苏葑门）,2室 1厅,46.67平,108万,23141元/平,油车场4号,暂无数据,精装,中区/5层,暂无数据
姑苏,世茂运河城苏和苑（姑苏沧浪新城）,2室 2厅,88.0平,242万,27500元/平,吴中西路,南,精装,低区/32层,暂无数据
姑苏,娄江新村（姑苏娄门）,3室 2厅,98.29平,186万,18923元/平,娄门路与东环路交界处,暂无数据,暂无数据,高区/6层,暂无数据
姑苏,竹苑新村（姑苏）（姑苏十全街）,3室 1厅,75.36平,203万,26937元/平,竹辉路36号,暂无数据,中装,高区/6层,暂无数据
姑苏,嘉业阳光城（姑苏留园西园）,1室 2厅,68.0平,148万,21764元/平,西环路（西环路与北环路交叉口）,南,精装,低区/12层,暂无数据
姑苏,嘉裕花园（姑苏平江新城）,2室 1厅,76.1平,159万,20893元/平,苏站路鼎尚花园东边，官渎花园对面,南,精装,中区/17层,暂无数据
姑苏,长风新村（姑苏娄门）,2室 1厅,56.8平,105万,18485元/平,日规路,暂无数据,暂无数据,高区/7层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,120.0平,290万,24166元/平,杨枝塘路城湾地区158号,暂无数据,精装,低区/29层,暂无数据
姑苏,世茂运河城苏和苑（姑苏沧浪新城）,4室 2厅,188.55平,501万,26571元/平,吴中西路,暂无数据,毛坯,低区/26层,暂无数据
姑苏,永林新村（姑苏娄门）,2室 1厅,52.3平,102万,19502元/平,东环路西、莫邪路东、日规路南、三星路北,南北,中装,中区/5层,暂无数据
姑苏,世茂运河城和茂苑二期（姑苏沧浪新城）,2室 2厅,110.0平,278万,25272元/平,宝带西路1199号,南北,中装,高区/30层,暂无数据
姑苏,世茂运河城苏和苑（姑苏沧浪新城）,4室 2厅,173.5平,480万,27665元/平,吴中西路,南北,精装,低区/30层,2013年建
姑苏,嘉业阳光城（姑苏留园西园）,2室 2厅,98.18平,193万,19657元/平,西环路（西环路与北环路交叉口）,南北,精装,中区/16层,暂无数据
姑苏,世茂运河城世家苑（姑苏沧浪新城）,3室 2厅,128.93平,370万,28697元/平,世茂运河城世家苑,南,精装,中区/28层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,120.0平,286万,23833元/平,杨枝塘路城湾地区158号,南,毛坯,中区/29层,暂无数据
姑苏,虎阜花园西区（姑苏虎丘）,3室 2厅,90.07平,210万,23315元/平,清塘路333号,南,精装,中区/5层,暂无数据
姑苏,南山金城1958（姑苏金阊新城）,4室 2厅,121.0平,285万,23553元/平,城北西路1958号,南北,豪装,中区/6层,暂无数据
姑苏,现代花园二期（姑苏葑门）,6室 4厅,160.0平,316万,19750元/平,杨枝塘路(杨枝塘路与东环路交汇处),南,精装,高区/5层,暂无数据
姑苏,娄江新村（姑苏娄门）,3室 1厅,87.0平,156万,17931元/平,娄门路与东环路交界处,南北,精装,中区/5层,暂无数据
姑苏,觅渡里（姑苏葑门）,4室 3厅,125.5平,317万,25258元/平,莫邪路72号,暂无数据,精装,高区/8层,暂无数据
姑苏,梅花新村（姑苏平江新城）,5室 2厅,140.0平,204万,14571元/平,官渎路（好又多超市梅花店附近）,南北,中装,高区/6层,暂无数据
姑苏,鼎尚花园（姑苏平江新城）,5室 2厅,122.5平,256万,20897元/平,苏站路688号,南,精装,高区/5层,暂无数据
姑苏,挹秀新村（姑苏平江新城）,4室 2厅,62.81平,138万,21971元/平,北环路华东电器城对面,南北,中装,高区/5层,暂无数据
姑苏,世茂运河城苏和苑（姑苏沧浪新城）,4室 2厅,143.0平,348万,24335元/平,吴中西路,南,精装,高区/32层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 2厅,139.62平,362万,25927元/平,杨枝塘路城湾地区158号,南,豪装,高区/28层,暂无数据
姑苏,银都商业广场（姑苏平江新城）,3室 2厅,126.0平,160万,12698元/平,城北东路1088号,北,精装,中区/15层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,1室 2厅,112.0平,135万,12053元/平,宝带西路1155号,暂无数据,精装,中区/28层,暂无数据
